Compound,CAS,CAS.Checksum,DTXSID,Formula,All.Compound.Names,logHenry,logHenry.Reference,logMA,logMA.Reference,logP,logP.Reference,logPwa,logPwa.Reference,logWSol,logWSol.Reference,MP,MP.Reference,MW,MW.Reference,pKa_Accept,pKa_Accept.Reference,pKa_Donor,pKa_Donor.Reference,All.Species,Dog.Foral,Dog.Foral.Reference,DTXSID.Reference,Formula.Reference,Human.Caco2.Pab,Human.Caco2.Pab.Reference,Human.Clint,Human.Clint.pValue,Human.Clint.pValue.Reference,Human.Clint.Reference,Human.Fabs,Human.Fabs.Reference,Human.Fgut,Human.Fgut.Reference,Human.Fhep,Human.Fhep.Reference,Human.Foral,Human.Foral.Reference,Human.Funbound.plasma,Human.Funbound.plasma.Reference,Human.Rblood2plasma,Human.Rblood2plasma.Reference,Monkey.Foral,Monkey.Foral.Reference,Mouse.Foral,Mouse.Foral.Reference,Mouse.Funbound.plasma,Mouse.Funbound.plasma.Reference,Rabbit.Funbound.plasma,Rabbit.Funbound.plasma.Reference,Rat.Clint,Rat.Clint.pValue,Rat.Clint.pValue.Reference,Rat.Clint.Reference,Rat.Foral,Rat.Foral.Reference,Rat.Funbound.plasma,Rat.Funbound.plasma.Reference,Rat.Rblood2plasma,Rat.Rblood2plasma.Reference,Chemical.Class
Calcium Benzoate,2090-05-3,,DTXSID4044612,,,-6.57,EPA CompTox v2.6.0,,,-0.95,EPA CompTox v2.6.0,,,-0.480172006,EPA CompTox v2.6.0,184,EPA CompTox v2.6.0,282.308,EPA CompTox v2.6.0,4.2,EPA CompTox v2.6.0,,,,,,EPA CompTox v2.6.0,,,,0.2,,,NA,,,,,,,,,0.95,NA,,,,,,,,,,,,,,,,,,,,,
